,context,id,question,answer_start,text
10,"पैंथर्स की डिफ़ेन्स ने लीग में केवल 308 अंक दिए और छठे स्थान पर रहे जबकि 24 इन्टरसेप्शन और चार प्रो बाउल चयन के साथ NFL में अग्रणी रहे। 11 प्रो बाउल डिफ़ेंसिव टैकल के साथ कावन शॉर्ट ने सैक में टीम का नेतृत्व किया, जबकि तीन फ़म्बल किए और दो की रिकवरी  की। साथी लाइनमैन मारिओ एडिसन ने 6½ सैक जोड़े। पैंथर्स लाइन के अनुभवी डिफ़ेंसिव छोर में 5-बार के प्रो बॉलर जेरेड एलेन भी शामिल थे, जो 136 के साथ NFL के सक्रिय करियर सैक लीडर थे, साथ ही डिफ़ेंसिव छोर में कोनी एलियल थे, जिनके पास केवल शुरुआत के 9 में 5 सैक थे। उनके पीछे, पैंथर्स के तीन शुरुआती लाइनबैकर्स में से 2 को भी प्रो बाउल में खेलने के लिए चुना गया था: थॉमस डेविस और ल्यूक क्युचली। डेविस ने 5½ सैक, चार फ़ोर्स्ड फ़म्बल, और चार इंटरसेप्शन पुरे किए, जबकि कुएक्ली ने टैकल में टीम का नेतृत्व किया (118) दो फ़ोर्स्ड फ़म्बल, और अपने स्वयं के चार पास को इंटरसेप्ट किए। कैरोलिना की सेकेंडरी में प्रो बाउल सुरक्षा में कर्ट कोलमैन थे, जिन्होंने करियर के सबसे अच्छे सात इंटर्सेप्शन के साथ टीम का नेतृत्व किया, जबकि 88 टैकल भी पुरे किए और प्रो बाउल कॉर्नरबैक जोश नॉर्मन जो सीज़न के दौरान एक शटडाउन कार्नर के रूप में भी विकसित हुए ने चार इंटर्सेप्शन किए, जिनमें से दो टचडाउन के लिए लौटाए गए थे।",56d9992fdc89441400fdb59c,2015 के सीज़न में पैंथर्स डिफ़ेंस को कितने इंटर्सेप्शन मिले?,72,24
11,"पैंथर्स की डिफ़ेन्स ने लीग में केवल 308 अंक दिए और छठे स्थान पर रहे जबकि 24 इन्टरसेप्शन और चार प्रो बाउल चयन के साथ NFL में अग्रणी रहे। 11 प्रो बाउल डिफ़ेंसिव टैकल के साथ कावन शॉर्ट ने सैक में टीम का नेतृत्व किया, जबकि तीन फ़म्बल किए और दो की रिकवरी  की। साथी लाइनमैन मारिओ एडिसन ने 6½ सैक जोड़े। पैंथर्स लाइन के अनुभवी डिफ़ेंसिव छोर में 5-बार के प्रो बॉलर जेरेड एलेन भी शामिल थे, जो 136 के साथ NFL के सक्रिय करियर सैक लीडर थे, साथ ही डिफ़ेंसिव छोर में कोनी एलियल थे, जिनके पास केवल शुरुआत के 9 में 5 सैक थे। उनके पीछे, पैंथर्स के तीन शुरुआती लाइनबैकर्स में से 2 को भी प्रो बाउल में खेलने के लिए चुना गया था: थॉमस डेविस और ल्यूक क्युचली। डेविस ने 5½ सैक, चार फ़ोर्स्ड फ़म्बल, और चार इंटरसेप्शन पुरे किए, जबकि कुएक्ली ने टैकल में टीम का नेतृत्व किया (118) दो फ़ोर्स्ड फ़म्बल, और अपने स्वयं के चार पास को इंटरसेप्ट किए। कैरोलिना की सेकेंडरी में प्रो बाउल सुरक्षा में कर्ट कोलमैन थे, जिन्होंने करियर के सबसे अच्छे सात इंटर्सेप्शन के साथ टीम का नेतृत्व किया, जबकि 88 टैकल भी पुरे किए और प्रो बाउल कॉर्नरबैक जोश नॉर्मन जो सीज़न के दौरान एक शटडाउन कार्नर के रूप में भी विकसित हुए ने चार इंटर्सेप्शन किए, जिनमें से दो टचडाउन के लिए लौटाए गए थे।",56d9992fdc89441400fdb59e,कैरोलिना पैंथर्स स्टार्टर के रूप में नौ खेलों में पाँच सैक किसके पास थे?,448,कोनी एलियल
12,"पैंथर्स की डिफ़ेन्स ने लीग में केवल 308 अंक दिए और छठे स्थान पर रहे जबकि 24 इन्टरसेप्शन और चार प्रो बाउल चयन के साथ NFL में अग्रणी रहे। 11 प्रो बाउल डिफ़ेंसिव टैकल के साथ कावन शॉर्ट ने सैक में टीम का नेतृत्व किया, जबकि तीन फ़म्बल किए और दो की रिकवरी  की। साथी लाइनमैन मारिओ एडिसन ने 6½ सैक जोड़े। पैंथर्स लाइन के अनुभवी डिफ़ेंसिव छोर में 5-बार के प्रो बॉलर जेरेड एलेन भी शामिल थे, जो 136 के साथ NFL के सक्रिय करियर सैक लीडर थे, साथ ही डिफ़ेंसिव छोर में कोनी एलियल थे, जिनके पास केवल शुरुआत के 9 में 5 सैक थे। उनके पीछे, पैंथर्स के तीन शुरुआती लाइनबैकर्स में से 2 को भी प्रो बाउल में खेलने के लिए चुना गया था: थॉमस डेविस और ल्यूक क्युचली। डेविस ने 5½ सैक, चार फ़ोर्स्ड फ़म्बल, और चार इंटरसेप्शन पुरे किए, जबकि कुएक्ली ने टैकल में टीम का नेतृत्व किया (118) दो फ़ोर्स्ड फ़म्बल, और अपने स्वयं के चार पास को इंटरसेप्ट किए। कैरोलिना की सेकेंडरी में प्रो बाउल सुरक्षा में कर्ट कोलमैन थे, जिन्होंने करियर के सबसे अच्छे सात इंटर्सेप्शन के साथ टीम का नेतृत्व किया, जबकि 88 टैकल भी पुरे किए और प्रो बाउल कॉर्नरबैक जोश नॉर्मन जो सीज़न के दौरान एक शटडाउन कार्नर के रूप में भी विकसित हुए ने चार इंटर्सेप्शन किए, जिनमें से दो टचडाउन के लिए लौटाए गए थे।",56d9992fdc89441400fdb59f,2015 के लिए पैंथर्स टैकल का लीडर कौन था?,618,ल्यूक क्युचली।
13,"पैंथर्स की डिफ़ेन्स ने लीग में केवल 308 अंक दिए और छठे स्थान पर रहे जबकि 24 इन्टरसेप्शन और चार प्रो बाउल चयन के साथ NFL में अग्रणी रहे। 11 प्रो बाउल डिफ़ेंसिव टैकल के साथ कावन शॉर्ट ने सैक में टीम का नेतृत्व किया, जबकि तीन फ़म्बल किए और दो की रिकवरी  की। साथी लाइनमैन मारिओ एडिसन ने 6½ सैक जोड़े। पैंथर्स लाइन के अनुभवी डिफ़ेंसिव छोर में 5-बार के प्रो बॉलर जेरेड एलेन भी शामिल थे, जो 136 के साथ NFL के सक्रिय करियर सैक लीडर थे, साथ ही डिफ़ेंसिव छोर में कोनी एलियल थे, जिनके पास केवल शुरुआत के 9 में 5 सैक थे। उनके पीछे, पैंथर्स के तीन शुरुआती लाइनबैकर्स में से 2 को भी प्रो बाउल में खेलने के लिए चुना गया था: थॉमस डेविस और ल्यूक क्युचली। डेविस ने 5½ सैक, चार फ़ोर्स्ड फ़म्बल, और चार इंटरसेप्शन पुरे किए, जबकि कुएक्ली ने टैकल में टीम का नेतृत्व किया (118) दो फ़ोर्स्ड फ़म्बल, और अपने स्वयं के चार पास को इंटरसेप्ट किए। कैरोलिना की सेकेंडरी में प्रो बाउल सुरक्षा में कर्ट कोलमैन थे, जिन्होंने करियर के सबसे अच्छे सात इंटर्सेप्शन के साथ टीम का नेतृत्व किया, जबकि 88 टैकल भी पुरे किए और प्रो बाउल कॉर्नरबैक जोश नॉर्मन जो सीज़न के दौरान एक शटडाउन कार्नर के रूप में भी विकसित हुए ने चार इंटर्सेप्शन किए, जिनमें से दो टचडाउन के लिए लौटाए गए थे।",56d9992fdc89441400fdb5a0,2015 में जोश नॉर्मन ने कितने इंटर्सेप्शन को टचडाउन में परिवर्तित किया?,234,दो की रिकवरी  की।
14,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56beb7953aeaaa14008c92ab,डिवीजनल राउंड में ब्रोंकोस से कौन हारा?,69,पिट्सबर्ग स्टीलर्स
15,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56beb7953aeaaa14008c92ac,पिट्सबर्ग के विरुद्ध गेम के अंतिम तीन मिनट में ब्रोंकोस ने कितने अंक हासिल किए?,38,11
16,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56beb7953aeaaa14008c92ad,सुपर बाउल XLIX किसने जीता?,250,न्यू इंग्लैंड पैट्रिओट्स
17,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56beb7953aeaaa14008c92ae,एएफसी चैम्पियनशिप गेम का अंतिम स्कोर क्या था?,296,20–18
18,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56beb7953aeaaa14008c92af,"जब ब्रोंकोस ने एएफसी चैंपियनशिप गेम जीतने में सफलता प्राप्त की, तब घड़ी में कितना समय बचा था?",278,17 सेकंड
19,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56bf36b93aeaaa14008c9561,ब्रोंकोस और स्टीलर्स के बीच डिवीजनल राउंड की विजेता कौन सी टीम थी?,0,ब्रोंकोस
20,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56bf36b93aeaaa14008c9562,ब्रोंकोस और स्टीलर्स के बीच खेल का अंतिम स्कोर क्या था?,92,23–16
21,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56bf36b93aeaaa14008c9563,सुपर बाउल XLIX किसने जीता?,250,न्यू इंग्लैंड पैट्रिओट्स
22,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56bf36b93aeaaa14008c9564,जब ब्रोंकोस ने इंटरसेप्ट को रोका जिससे वे गेम जीत गए उस समय खेल में कितने सेकंड बचे थे?,278,17
23,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56bf36b93aeaaa14008c9565,"ब्रोंको के प्लेऑफ़ खेलों के दौरान, किसने बिल्कुल थ्रो नहीं किया?",327,मैनिंग
24,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56d7018a0d65d214001982c2,डिवीजनल गेम में ब्रोंकोस ने किसे हराया?,69,पिट्सबर्ग स्टीलर्स
25,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56d7018a0d65d214001982c3,पिट्सबर्ग खेल के अंतिम तीन मिनट में ब्रोंकोस ने कितने अंक हासिल किए?,38,11
26,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56d7018a0d65d214001982c5,एएफसी चैम्पियनशिप खेल में ब्रोंकोस ने किसे हराया था?,250,न्यू इंग्लैंड पैट्रिओट्स
27,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56d99f99dc89441400fdb628,2015 में अपना डिवीज़न जीतने के लिए ब्रोंकोस ने किसे हराया?,69,पिट्सबर्ग स्टीलर्स
28,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56d99f99dc89441400fdb629,एएफसी चैंपियन बनने के लिए ब्रोंकोस ने किसे हराया?,250,न्यू इंग्लैंड पैट्रिओट्स
29,"ब्रोंकोस ने खेल के अंतिम तीन मिनट में 11 अंक बनाकर डिवीजनल राउंड में पिट्सबर्ग स्टीलर्स को  23–16 से हराया। फिर उन्होंने एएफसी चैम्पियनशिप गेम में न्यू इंग्लैंड के 2-अंक के रूपांतरण के प्रयास के एक पास को इंटरसेप्ट करके मौजूदा सुपर बाउल XLIX चैंपियन न्यू इंग्लैंड पैट्रिओट्स को 17 सेकंड रहते हुए 20–18 से हराया। सीज़न के दौरान मैनिंग की इंटर्सेप्शन की समस्याओं के बावजूद, वे अपने दो प्लेऑफ़ गेम में कोई भी गेम नहीं हारे।",56d99f99dc89441400fdb62c,जब पैट्रियट्स अपने 2-अंको के रूपांतरण में विफल हुए उस समय खेल में कितने सेकंड बचे थे?,278,17
30,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56beb86b3aeaaa14008c92bd,सुपर बाउल 50 में खेलते समय पेटन मैनिंग की उम्र कितनी थी?,93,39
31,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56beb86b3aeaaa14008c92be,सुपर बाउल में खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक होने का रिकॉर्ड पहले किसके पास था?,185,जॉन एलवे
32,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56beb86b3aeaaa14008c92bf,जॉन एलवे जब सुपर बाउल XXXIII में खेले तो वह कितने साल के थे?,215,38
33,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56beb86b3aeaaa14008c92c0,वर्तमान में ब्रॉनकोस फ्रैंचाइज़ी में जॉन एलवे की क्या भूमिका है?,306,फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक
34,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56beb86b3aeaaa14008c92c1,सुपर बाउल XXXIII में जॉन बाउल किसके लिए खेलते थे?,257,ब्रोंकोस
35,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56bf3fd53aeaaa14008c9591,सुपर बाउल XXXIII की विजेता कौन सी टीम थी?,257,ब्रोंकोस
36,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56bf3fd53aeaaa14008c9592,ब्रोंकोस के महाप्रबंधक कौन है?,185,जॉन एलवे
37,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56bf3fd53aeaaa14008c9593,सुपर बाउल XXXIII की जीत के दौरान एलवे कितने साल के थे?,215,38
38,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56bf3fd53aeaaa14008c9594,किसी भी सुपर बाउल खेल में सबसे अधिक उम्र का क्वार्टर होने का रिकॉर्ड किसके नाम है?,0,पैटन मैनिंग
39,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56bf3fd53aeaaa14008c9595,मैनिंग टीम में रहते हुए सुपर बाउल तक पहुँचने वाली कितनी टीमों के लिए खेले थे?,12,दो
40,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56d704430d65d214001982de,पीटन मैनिंग ने सुपर बाउल में कितनी अलग-अलग टीमों को पहुँचाया?,12,दो
41,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56d704430d65d214001982e0,सुपर बाउल में खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक कौन थे?,0,पैटन मैनिंग
